SourceNode	TargetNode	Weight	SourceLayer	TargetLayer
130	132	1	Layer3	Layer3
130	133	1	Layer3	Layer3
130	134	1	Layer3	Layer3
131	133	1	Layer3	Layer3
131	134	1	Layer3	Layer3
131	135	1	Layer3	Layer3
132	134	1	Layer3	Layer3
132	135	1	Layer3	Layer3
132	136	1	Layer3	Layer3
133	135	1	Layer3	Layer3
133	136	1	Layer3	Layer3
133	137	1	Layer3	Layer3
134	137	1	Layer3	Layer3
134	138	1	Layer3	Layer3
135	137	1	Layer3	Layer3
135	138	1	Layer3	Layer3
135	139	1	Layer3	Layer3
136	138	1	Layer3	Layer3
136	139	1	Layer3	Layer3
136	140	1	Layer3	Layer3
137	139	1	Layer3	Layer3
137	140	1	Layer3	Layer3
137	141	1	Layer3	Layer3
138	140	1	Layer3	Layer3
138	142	1	Layer3	Layer3
139	141	1	Layer3	Layer3
139	142	1	Layer3	Layer3
139	143	1	Layer3	Layer3
140	142	1	Layer3	Layer3
109	140	1	Layer3	Layer3
140	144	1	Layer3	Layer3
141	143	1	Layer3	Layer3
141	144	1	Layer3	Layer3
141	145	1	Layer3	Layer3
142	144	1	Layer3	Layer3
142	145	1	Layer3	Layer3
143	145	1	Layer3	Layer3
143	146	1	Layer3	Layer3
143	147	1	Layer3	Layer3
144	146	1	Layer3	Layer3
144	147	1	Layer3	Layer3
144	148	1	Layer3	Layer3
145	147	1	Layer3	Layer3
145	148	1	Layer3	Layer3
145	149	1	Layer3	Layer3
146	148	1	Layer3	Layer3
146	149	1	Layer3	Layer3
146	150	1	Layer3	Layer3
147	150	1	Layer3	Layer3
2	1	1	Layer4	Layer4
3	1	1	Layer4	Layer4
4	3	1	Layer4	Layer4
5	3	1	Layer4	Layer4
6	5	1	Layer4	Layer4
7	1	1	Layer4	Layer4
8	5	1	Layer4	Layer4
9	3	1	Layer4	Layer4
10	3	1	Layer4	Layer4
11	3	1	Layer4	Layer4
12	4	1	Layer4	Layer4
13	5	1	Layer4	Layer4
15	5	1	Layer4	Layer4
16	5	1	Layer4	Layer4
17	16	1	Layer4	Layer4
18	3	1	Layer4	Layer4
19	16	1	Layer4	Layer4
20	10	1	Layer4	Layer4
21	1	1	Layer4	Layer4
22	3	1	Layer4	Layer4
23	19	1	Layer4	Layer4
24	19	1	Layer4	Layer4
25	3	1	Layer4	Layer4
26	10	1	Layer4	Layer4
28	14	1	Layer4	Layer4
29	1	1	Layer4	Layer4
30	3	1	Layer4	Layer4
31	1	1	Layer4	Layer4
32	5	1	Layer4	Layer4
33	32	1	Layer4	Layer4
34	19	1	Layer4	Layer4
35	10	1	Layer4	Layer4
36	3	1	Layer4	Layer4
37	1	1	Layer4	Layer4
38	6	1	Layer4	Layer4
39	10	1	Layer4	Layer4
41	31	1	Layer4	Layer4
42	1	1	Layer4	Layer4
43	5	1	Layer4	Layer4
44	17	1	Layer4	Layer4
45	13	1	Layer4	Layer4
46	14	1	Layer4	Layer4
47	45	1	Layer4	Layer4
48	37	1	Layer4	Layer4
49	48	1	Layer4	Layer4
50	31	1	Layer4	Layer4
51	3	1	Layer4	Layer4
52	10	1	Layer4	Layer4
54	49	1	Layer4	Layer4
55	37	1	Layer4	Layer4
56	3	1	Layer4	Layer4
57	1	1	Layer4	Layer4
58	28	1	Layer4	Layer4
59	1	1	Layer4	Layer4
60	3	1	Layer4	Layer4
61	59	1	Layer4	Layer4
62	5	1	Layer4	Layer4
63	4	1	Layer4	Layer4
64	58	1	Layer4	Layer4
65	16	1	Layer4	Layer4
67	1	1	Layer4	Layer4
68	22	1	Layer4	Layer4
69	2	1	Layer4	Layer4
70	50	1	Layer4	Layer4
71	10	1	Layer4	Layer4
72	1	1	Layer4	Layer4
73	5	1	Layer4	Layer4
74	68	1	Layer4	Layer4
75	69	1	Layer4	Layer4
76	5	1	Layer4	Layer4
77	46	1	Layer4	Layer4
78	70	1	Layer4	Layer4
80	64	1	Layer4	Layer4
81	31	1	Layer4	Layer4
82	36	1	Layer4	Layer4
83	13	1	Layer4	Layer4
84	16	1	Layer4	Layer4
85	2	1	Layer4	Layer4
86	5	1	Layer4	Layer4
87	33	1	Layer4	Layer4
88	39	1	Layer4	Layer4
89	13	1	Layer4	Layer4
90	78	1	Layer4	Layer4
91	16	1	Layer4	Layer4
93	1	1	Layer4	Layer4
94	83	1	Layer4	Layer4
95	93	1	Layer4	Layer4
96	53	1	Layer4	Layer4
97	29	1	Layer4	Layer4
98	3	1	Layer4	Layer4
99	58	1	Layer4	Layer4
100	3	1	Layer4	Layer4
101	37	1	Layer4	Layer4
102	5	1	Layer4	Layer4
103	49	1	Layer4	Layer4
104	3	1	Layer4	Layer4
106	32	1	Layer4	Layer4
107	5	1	Layer4	Layer4
108	62	1	Layer4	Layer4
109	37	1	Layer4	Layer4
110	58	1	Layer4	Layer4
111	38	1	Layer4	Layer4
112	21	1	Layer4	Layer4
113	16	1	Layer4	Layer4
114	3	1	Layer4	Layer4
115	1	1	Layer4	Layer4
116	31	1	Layer4	Layer4
117	95	1	Layer4	Layer4
119	84	1	Layer4	Layer4
120	3	1	Layer4	Layer4
121	21	1	Layer4	Layer4
122	28	1	Layer4	Layer4
123	21	1	Layer4	Layer4
124	5	1	Layer4	Layer4
125	7	1	Layer4	Layer4
126	87	1	Layer4	Layer4
127	27	1	Layer4	Layer4
128	3	1	Layer4	Layer4
129	10	1	Layer4	Layer4
130	90	1	Layer4	Layer4
132	13	1	Layer4	Layer4
133	16	1	Layer4	Layer4
134	104	1	Layer4	Layer4
135	10	1	Layer4	Layer4
136	45	1	Layer4	Layer4
137	79	1	Layer4	Layer4
138	3	1	Layer4	Layer4
139	66	1	Layer4	Layer4
140	103	1	Layer4	Layer4
141	13	1	Layer4	Layer4
142	98	1	Layer4	Layer4
143	1	1	Layer4	Layer4
145	132	1	Layer4	Layer4
146	26	1	Layer4	Layer4
147	2	1	Layer4	Layer4
148	5	1	Layer4	Layer4
149	14	1	Layer4	Layer4
150	68	1	Layer4	Layer4
151	2	1	Layer4	Layer4
152	83	1	Layer4	Layer4
153	132	1	Layer4	Layer4
154	23	1	Layer4	Layer4
155	60	1	Layer4	Layer4
156	16	1	Layer4	Layer4
158	33	1	Layer4	Layer4
159	10	1	Layer4	Layer4
160	102	1	Layer4	Layer4
161	3	1	Layer4	Layer4
162	78	1	Layer4	Layer4
163	132	1	Layer4	Layer4
164	157	1	Layer4	Layer4
165	31	1	Layer4	Layer4
166	15	1	Layer4	Layer4
167	31	1	Layer4	Layer4
168	47	1	Layer4	Layer4
169	16	1	Layer4	Layer4
171	70	1	Layer4	Layer4
172	68	1	Layer4	Layer4
173	35	1	Layer4	Layer4
174	141	1	Layer4	Layer4
175	4	1	Layer4	Layer4
176	87	1	Layer4	Layer4
177	23	1	Layer4	Layer4
178	47	1	Layer4	Layer4
179	100	1	Layer4	Layer4
180	160	1	Layer4	Layer4
181	161	1	Layer4	Layer4
182	171	1	Layer4	Layer4
184	10	1	Layer4	Layer4
185	121	1	Layer4	Layer4
186	16	1	Layer4	Layer4
187	5	1	Layer4	Layer4
188	105	1	Layer4	Layer4
189	35	1	Layer4	Layer4
190	24	1	Layer4	Layer4
191	75	1	Layer4	Layer4
192	90	1	Layer4	Layer4
193	54	1	Layer4	Layer4
194	16	1	Layer4	Layer4
195	5	1	Layer4	Layer4
197	84	1	Layer4	Layer4
198	136	1	Layer4	Layer4
199	195	1	Layer4	Layer4
200	153	1	Layer4	Layer4
201	138	1	Layer4	Layer4
202	13	1	Layer4	Layer4
203	22	1	Layer4	Layer4
204	3	1	Layer4	Layer4
205	45	1	Layer4	Layer4
206	16	1	Layer4	Layer4
207	10	1	Layer4	Layer4
208	10	1	Layer4	Layer4
210	10	1	Layer4	Layer4
211	5	1	Layer4	Layer4
212	5	1	Layer4	Layer4
213	3	1	Layer4	Layer4
214	172	1	Layer4	Layer4
215	89	1	Layer4	Layer4
216	10	1	Layer4	Layer4
217	70	1	Layer4	Layer4
218	4	1	Layer4	Layer4
219	3	1	Layer4	Layer4
220	65	1	Layer4	Layer4
221	211	1	Layer4	Layer4
223	45	1	Layer4	Layer4
224	16	1	Layer4	Layer4
225	109	1	Layer4	Layer4
226	5	1	Layer4	Layer4
227	215	1	Layer4	Layer4
228	83	1	Layer4	Layer4
229	10	1	Layer4	Layer4
230	10	1	Layer4	Layer4
231	202	1	Layer4	Layer4
232	141	1	Layer4	Layer4
233	2	1	Layer4	Layer4
234	211	1	Layer4	Layer4
236	19	1	Layer4	Layer4
237	35	1	Layer4	Layer4
238	15	1	Layer4	Layer4
239	196	1	Layer4	Layer4
240	50	1	Layer4	Layer4
241	171	1	Layer4	Layer4
242	45	1	Layer4	Layer4
243	194	1	Layer4	Layer4
244	46	1	Layer4	Layer4
245	15	1	Layer4	Layer4
246	2	1	Layer4	Layer4
247	214	1	Layer4	Layer4
249	1	1	Layer4	Layer4
YBR236C:1	YML010W:1	1	Layer5	Layer5
YNR016C:1	YJR064W:1	1	Layer5	Layer5
YNR016C:1	YDL047W:1	1	Layer5	Layer5
YNR016C:1	YLR386W:1	1	Layer5	Layer5
YLR359W:1	YOR361C:1	1	Layer5	Layer5
YMR300C:1	YAL012W:1	1	Layer5	Layer5
YMR300C:1	YMR235C:1	1	Layer5	Layer5
YPR180W:1	YOL086C:1	1	Layer5	Layer5
YPR180W:1	YDR390C:1	1	Layer5	Layer5
YPR180W:1	YLR249W:1	1	Layer5	Layer5
YLR127C:1	YNL172W:1	1	Layer5	Layer5
YLR127C:1	YKL022C:1	1	Layer5	Layer5
YLR127C:1	YHR166C:1	1	Layer5	Layer5
YLR127C:1	YBL084C:1	1	Layer5	Layer5
YBR128C:1	YDL185W:1	1	Layer5	Layer5
YBR128C:1	YPL120W:1	1	Layer5	Layer5
YKL135C:1	YPR029C:1	1	Layer5	Layer5
YKL135C:1	YPL259C:1	1	Layer5	Layer5
YKL135C:1	YHL019C:1	1	Layer5	Layer5
YKL135C:1	YLR170C:1	1	Layer5	Layer5
YKL135C:1	YBR084W:1	1	Layer5	Layer5
YKL135C:1	YPR010C:1	1	Layer5	Layer5
YBL037W:1	YJR005W:1	1	Layer5	Layer5
YBL037W:1	YOL062C:1	1	Layer5	Layer5
YBL037W:1	YJR058C:1	1	Layer5	Layer5
YPL195W:1	YGR261C:1	1	Layer5	Layer5
YPL195W:1	YBR288C:1	1	Layer5	Layer5
YPL195W:1	YJL024C:1	1	Layer5	Layer5
YPL195W:1	YGL019W:1	1	Layer5	Layer5
YGR261C:1	YBR288C:1	1	Layer5	Layer5
YGR261C:1	YHR174W:1	1	Layer5	Layer5
YIL062C:1	YLR370C:1	1	Layer5	Layer5
YIL062C:1	YKL013C:1	1	Layer5	Layer5
YIL062C:1	YNR035C:1	1	Layer5	Layer5
YIL062C:1	YJR065C:1	1	Layer5	Layer5
YLR370C:1	YKL013C:1	1	Layer5	Layer5
YLR370C:1	YNR035C:1	1	Layer5	Layer5
YLR370C:1	YDL029W:1	1	Layer5	Layer5
YLR370C:1	YJR065C:1	1	Layer5	Layer5
YLR370C:1	YGR240C:1	1	Layer5	Layer5
YLR370C:1	YOR361C:1	1	Layer5	Layer5
YNR035C:1	YKL013C:1	1	Layer5	Layer5
YNR035C:1	YBR234C:1	1	Layer5	Layer5
YNR035C:1	YDL029W:1	1	Layer5	Layer5
YNR035C:1	YJR065C:1	1	Layer5	Layer5
YBR234C:1	YIL062C:1	1	Layer5	Layer5
YBR234C:1	YLR370C:1	1	Layer5	Layer5
YBR234C:1	YKL013C:1	1	Layer5	Layer5
YBR234C:1	YJR065C:1	1	Layer5	Layer5
YHR013C:1	YMR116C:1	1	Layer5	Layer5
YHR013C:1	YGR254W:1	1	Layer5	Layer5
YHR013C:1	YBR084W:1	1	Layer5	Layer5
YHR013C:1	YHR023W:1	1	Layer5	Layer5
YHR013C:1	YDL040C:1	1	Layer5	Layer5
YHR013C:1	YGR090W:1	1	Layer5	Layer5
YDR127W:1	YJL008C:1	1	Layer5	Layer5
YDR127W:1	YKL104C:1	1	Layer5	Layer5
YDR127W:1	YMR186W:1	1	Layer5	Layer5
YDR127W:1	YOR136W:1	1	Layer5	Layer5
YDR127W:1	YGR240C:1	1	Layer5	Layer5
YDR127W:1	YDR427W:1	1	Layer5	Layer5
YDR127W:1	YGL048C:1	1	Layer5	Layer5
YDR127W:1	YPL235W:1	1	Layer5	Layer5
YDR127W:1	YGR234W:1	1	Layer5	Layer5
YDL029W:1	YIL062C:1	1	Layer5	Layer5
YDL029W:1	YKL013C:1	1	Layer5	Layer5
YDL029W:1	YBR234C:1	1	Layer5	Layer5
YDL029W:1	YJR065C:1	1	Layer5	Layer5
YDL029W:1	YJR064W:1	1	Layer5	Layer5
YDL029W:1	YJL008C:1	1	Layer5	Layer5
YJR065C:1	YKL013C:1	1	Layer5	Layer5
YJR065C:1	YNR053C:1	1	Layer5	Layer5
YJL115W:1	YJR140C:1	1	Layer5	Layer5
YJL115W:1	YIL070C:1	1	Layer5	Layer5
YJL115W:1	YPL153C:1	1	Layer5	Layer5
YJL115W:1	YJL026W:1	1	Layer5	Layer5
YJL115W:1	YGR180C:1	1	Layer5	Layer5
YJR148W:1	YHR208W:1	1	Layer5	Layer5
YDL070W:1	YLR399C:1	1	Layer5	Layer5
YBR200W:1	YER114C:1	1	Layer5	Layer5
YBR200W:1	YAL041W:1	1	Layer5	Layer5
YKR068C:1	YML077W:1	1	Layer5	Layer5
YKR068C:1	YLR342W:1	1	Layer5	Layer5
YKR068C:1	YDR108W:1	1	Layer5	Layer5
YKR068C:1	YGR166W:1	1	Layer5	Layer5
YKR068C:1	YDR407C:1	1	Layer5	Layer5
YKR068C:1	YMR218C:1	1	Layer5	Layer5
YKR068C:1	YBR254C:1	1	Layer5	Layer5
YKR068C:1	YDR246W:1	1	Layer5	Layer5
YKR068C:1	YDR472W:1	1	Layer5	Layer5
YKR068C:1	YOR115C:1	1	Layer5	Layer5
YJL031C:1	YPR176C:1	1	Layer5	Layer5
YDR099W:1	YER177W:1	1	Layer5	Layer5
YDR099W:1	YDR001C:1	1	Layer5	Layer5
YDR099W:1	YBR001C:1	1	Layer5	Layer5
YDR099W:1	YNL267W:1	1	Layer5	Layer5
YDR099W:1	YGL252C:1	1	Layer5	Layer5
YDR099W:1	YAL017W:1	1	Layer5	Layer5
YAR014C:1	YMR116C:1	1	Layer5	Layer5
YGR090W:1	YPL126W:1	1	Layer5	Layer5
YGR090W:1	YDL014W:1	1	Layer5	Layer5
YGR090W:1	YDL148C:1	1	Layer5	Layer5
YGR090W:1	YGL171W:1	1	Layer5	Layer5
YGR090W:1	YCL031C:1	1	Layer5	Layer5
YGR090W:1	YBL004W:1	1	Layer5	Layer5
YGR090W:1	YDR324C:1	1	Layer5	Layer5
YGR090W:1	YDR449C:1	1	Layer5	Layer5
YGR090W:1	YGR128C:1	1	Layer5	Layer5
YGR090W:1	YGR145W:1	1	Layer5	Layer5
YGR090W:1	YJL109C:1	1	Layer5	Layer5
YGR090W:1	YKR060W:1	1	Layer5	Layer5
YGR090W:1	YLR003C:1	1	Layer5	Layer5
YGR090W:1	YLR409C:1	1	Layer5	Layer5
YGR090W:1	YOR145C:1	1	Layer5	Layer5
YGR090W:1	YOR206W:1	1	Layer5	Layer5
YGR090W:1	YPR144C:1	1	Layer5	Layer5
YLR298C:1	YBR119W:1	1	Layer5	Layer5
YLR298C:1	YML046W:1	1	Layer5	Layer5
YLR298C:1	YKL012W:1	1	Layer5	Layer5
YLR298C:1	YDR235W:1	1	Layer5	Layer5
YLR298C:1	YER029C:1	1	Layer5	Layer5
YLR298C:1	YGR074W:1	1	Layer5	Layer5
YLR298C:1	YLR275W:1	1	Layer5	Layer5
YLR298C:1	YIL061C:1	1	Layer5	Layer5
YLR298C:1	YDR240C:1	1	Layer5	Layer5
YLR298C:1	YGR013W:1	1	Layer5	Layer5
YLR298C:1	YMR125W:1	1	Layer5	Layer5
YHL021C:1	YOR210W:1	1	Layer5	Layer5
YHL021C:1	YJL140W:1	1	Layer5	Layer5
YAL035W:1	YNL030W:1	1	Layer5	Layer5
YAL035W:1	YBR084W:1	1	Layer5	Layer5
YAL035W:1	YMR309C:1	1	Layer5	Layer5
YAL035W:1	YDL014W:1	1	Layer5	Layer5
YAL035W:1	YOR361C:1	1	Layer5	Layer5
YAL035W:1	YDR496C:1	1	Layer5	Layer5
YAL035W:1	YGR102C:1	1	Layer5	Layer5
YJL060W:1	YLR314C:1	1	Layer5	Layer5
YJL069C:1	YHR011W:1	1	Layer5	Layer5
YJL069C:1	YLR129W:1	1	Layer5	Layer5
YJL069C:1	YDR324C:1	1	Layer5	Layer5
YJL069C:1	YDR449C:1	1	Layer5	Layer5
YJL069C:1	YGR090W:1	1	Layer5	Layer5
YJL069C:1	YJL109C:1	1	Layer5	Layer5
YJL069C:1	YLR222C:1	1	Layer5	Layer5
YJL069C:1	YLR409C:1	1	Layer5	Layer5
YJL069C:1	YMR093W:1	1	Layer5	Layer5
YJL069C:1	YOR059C:1	1	Layer5	Layer5
YJR014W:1	YMR116C:1	1	Layer5	Layer5
YKL095W:1	YDR364C:1	1	Layer5	Layer5
YKL095W:1	YLR117C:1	1	Layer5	Layer5
YKL095W:1	YPL213W:1	1	Layer5	Layer5
YKL095W:1	YLL036C:1	1	Layer5	Layer5
YKL095W:1	YGL120C:1	1	Layer5	Layer5
YKL095W:1	YAL032C:1	1	Layer5	Layer5
YKL095W:1	YPL151C:1	1	Layer5	Layer5
YKL095W:1	YPR101W:1	1	Layer5	Layer5
YKL095W:1	YKL173W:1	1	Layer5	Layer5
YKL095W:1	YMR125W:1	1	Layer5	Layer5
YKL095W:1	YDR416W:1	1	Layer5	Layer5
YKL095W:1	YDL209C:1	1	Layer5	Layer5
YKL095W:1	YGR278W:1	1	Layer5	Layer5
YKL095W:1	YLR424W:1	1	Layer5	Layer5
YKL059C:1	YER133W:1	1	Layer5	Layer5
YKL059C:1	YDR228C:1	1	Layer5	Layer5
YKL059C:1	YNL317W:1	1	Layer5	Layer5
YKL059C:1	YMR061W:1	1	Layer5	Layer5
YKL059C:1	YGL049C:1	1	Layer5	Layer5
YKL059C:1	YOR344C:1	1	Layer5	Layer5
YKL059C:1	YGR156W:1	1	Layer5	Layer5
YKL059C:1	YLR277C:1	1	Layer5	Layer5
YKL059C:1	YPR107C:1	1	Layer5	Layer5
YKR079C:1	YJL208C:1	1	Layer5	Layer5
YKR081C:1	YOL077C:1	1	Layer5	Layer5
YKR081C:1	YDL031W:1	1	Layer5	Layer5
YKR081C:1	YLR276C:1	1	Layer5	Layer5
YKR081C:1	YLL008W:1	1	Layer5	Layer5
YKR081C:1	YKL172W:1	1	Layer5	Layer5
YKR081C:1	YMR049C:1	1	Layer5	Layer5
YKR081C:1	YLR449W:1	1	Layer5	Layer5
YKR081C:1	YMR290C:1	1	Layer5	Layer5
YKR081C:1	YER126C:1	1	Layer5	Layer5
YKR081C:1	YPL211W:1	1	Layer5	Layer5
YKR081C:1	YPL093W:1	1	Layer5	Layer5
YKR081C:1	YNL061W:1	1	Layer5	Layer5
YKR081C:1	YNL002C:1	1	Layer5	Layer5
YKR081C:1	YDR087C:1	1	Layer5	Layer5
YKR081C:1	YGR245C:1	1	Layer5	Layer5
YKR081C:1	YCL054W:1	1	Layer5	Layer5
YKR081C:1	YFL002C:1	1	Layer5	Layer5
YKR081C:1	YDR060W:1	1	Layer5	Layer5
YKR081C:1	YDR101C:1	1	Layer5	Layer5
YKR081C:1	YDR496C:1	1	Layer5	Layer5
YKR081C:1	YER006W:1	1	Layer5	Layer5
YKR081C:1	YER139C:1	1	Layer5	Layer5
YKR081C:1	YGL111W:1	1	Layer5	Layer5
YKR081C:1	YGR103W:1	1	Layer5	Layer5
YKR081C:1	YHR052W:1	1	Layer5	Layer5
YKR081C:1	YHR197W:1	1	Layer5	Layer5
YKR081C:1	YLL034C:1	1	Layer5	Layer5
YKR081C:1	YLR002C:1	1	Layer5	Layer5
YKR081C:1	YNL110C:1	1	Layer5	Layer5
YKR081C:1	YNR053C:1	1	Layer5	Layer5
YKR081C:1	YOR206W:1	1	Layer5	Layer5
YKR081C:1	YOR272W:1	1	Layer5	Layer5
YMR284W:1	YMR106C:1	1	Layer5	Layer5
YLL013C:1	YML124C:1	1	Layer5	Layer5
YLL013C:1	YGR234W:1	1	Layer5	Layer5
YLL013C:1	YHR121W:1	1	Layer5	Layer5
YLL034C:1	YPR010C:1	1	Layer5	Layer5
YLL034C:1	YOR341W:1	1	Layer5	Layer5
YLL034C:1	YGL048C:1	1	Layer5	Layer5
YML059C:1	YBR221C:1	1	Layer5	Layer5
YML059C:1	YMR308C:1	1	Layer5	Layer5
YKL067W:1	YNL030W:1	1	Layer5	Layer5
YKL067W:1	YPR010C:1	1	Layer5	Layer5
YNL045W:1	YGR240C:1	1	Layer5	Layer5
YNL110C:1	YOL077C:1	1	Layer5	Layer5
YNL110C:1	YDL031W:1	1	Layer5	Layer5
YNL110C:1	YLL008W:1	1	Layer5	Layer5
YNL110C:1	YMR290C:1	1	Layer5	Layer5
YNL110C:1	YER126C:1	1	Layer5	Layer5
YNL110C:1	YPL093W:1	1	Layer5	Layer5
YNL110C:1	YPL043W:1	1	Layer5	Layer5
YNL110C:1	YNL002C:1	1	Layer5	Layer5
YNL110C:1	YHR088W:1	1	Layer5	Layer5
YNL110C:1	YGR245C:1	1	Layer5	Layer5
YNL110C:1	YCL054W:1	1	Layer5	Layer5
YNL110C:1	YBL004W:1	1	Layer5	Layer5
YNL110C:1	YDR101C:1	1	Layer5	Layer5
YNL110C:1	YER006W:1	1	Layer5	Layer5
YNL110C:1	YGL111W:1	1	Layer5	Layer5
YNL110C:1	YGR103W:1	1	Layer5	Layer5
YNL110C:1	YHR052W:1	1	Layer5	Layer5
YNL110C:1	YHR197W:1	1	Layer5	Layer5
YNL110C:1	YLL034C:1	1	Layer5	Layer5
YNL110C:1	YLR106C:1	1	Layer5	Layer5
YNL110C:1	YNL182C:1	1	Layer5	Layer5
YNL110C:1	YPL012W:1	1	Layer5	Layer5
YNL110C:1	YOR272W:1	1	Layer5	Layer5
YNL127W:1	YOL086C:1	1	Layer5	Layer5
YNL127W:1	YHR174W:1	1	Layer5	Layer5
YNL127W:1	YMR052W:1	1	Layer5	Layer5
YNL127W:1	YKL060C:1	1	Layer5	Layer5
YNL127W:1	YKL152C:1	1	Layer5	Layer5
YNL127W:1	YGL251C:1	1	Layer5	Layer5
YNL127W:1	YMR186W:1	1	Layer5	Layer5
YNL127W:1	YLR044C:1	1	Layer5	Layer5
YNL127W:1	YLR371W:1	1	Layer5	Layer5
YNL127W:1	YBR169C:1	1	Layer5	Layer5
YNL127W:1	YDR050C:1	1	Layer5	Layer5
YNL127W:1	YGL131C:1	1	Layer5	Layer5
YNL201C:1	YER155C:1	1	Layer5	Layer5
YNL201C:1	YDR379W:1	1	Layer5	Layer5
YNL201C:1	YML010W:1	1	Layer5	Layer5
YNL207W:1	YER155C:1	1	Layer5	Layer5
YNL207W:1	YPL266W:1	1	Layer5	Layer5
YNL207W:1	YBR247C:1	1	Layer5	Layer5
YNL207W:1	YPL204W:1	1	Layer5	Layer5
YNL207W:1	YKL143W:1	1	Layer5	Layer5
YNL207W:1	YOR290C:1	1	Layer5	Layer5
YNL207W:1	YBR289W:1	1	Layer5	Layer5
YNL207W:1	YJL176C:1	1	Layer5	Layer5
YNL207W:1	YGR054W:1	1	Layer5	Layer5
YNL207W:1	YOR056C:1	1	Layer5	Layer5
YNL207W:1	YOR145C:1	1	Layer5	Layer5
YNL207W:1	YPL012W:1	1	Layer5	Layer5
YNL313C:1	YJR121W:1	1	Layer5	Layer5
YNL313C:1	YKL104C:1	1	Layer5	Layer5
YNL313C:1	YER110C:1	1	Layer5	Layer5
YNL313C:1	YIL094C:1	1	Layer5	Layer5
YNL313C:1	YOR117W:1	1	Layer5	Layer5
YNL313C:1	YDL185W:1	1	Layer5	Layer5
YNR046W:1	YNR050C:1	1	Layer5	Layer5
YNR046W:1	YML014W:1	1	Layer5	Layer5
YNR046W:1	YOL124C:1	1	Layer5	Layer5
YOR056C:1	YOL086C:1	1	Layer5	Layer5
YOR056C:1	YDL060W:1	1	Layer5	Layer5
YOR164C:1	YNR050C:1	1	Layer5	Layer5
YOR179C:1	YER133W:1	1	Layer5	Layer5
YOR179C:1	YDR195W:1	1	Layer5	Layer5
YOR179C:1	YGR156W:1	1	Layer5	Layer5
YOR356W:1	YOR243C:1	1	Layer5	Layer5
YLR277C:1	YER133W:1	1	Layer5	Layer5
YLR277C:1	YPR107C:1	1	Layer5	Layer5
YPR107C:1	YDR301W:1	1	Layer5	Layer5
YPR107C:1	YLR115W:1	1	Layer5	Layer5
YPR107C:1	YJR093C:1	1	Layer5	Layer5
YPR107C:1	YER133W:1	1	Layer5	Layer5
YPR107C:1	YNL317W:1	1	Layer5	Layer5
YPR107C:1	YDR195W:1	1	Layer5	Layer5
YPR107C:1	YLR208W:1	1	Layer5	Layer5
YPR107C:1	YNL222W:1	1	Layer5	Layer5
YPR107C:1	YGR156W:1	1	Layer5	Layer5
YMR273C:1	YGL194C:1	1	Layer5	Layer5
YMR273C:1	YLR347C:1	1	Layer5	Layer5
YMR273C:1	YDL188C:1	1	Layer5	Layer5
YMR273C:1	YBR103W:1	1	Layer5	Layer5
YMR273C:1	YNL189W:1	1	Layer5	Layer5
YMR273C:1	YCR033W:1	1	Layer5	Layer5
YMR273C:1	YIL112W:1	1	Layer5	Layer5
YMR273C:1	YKR029C:1	1	Layer5	Layer5
YML109W:1	YFL007W:1	1	Layer5	Layer5
YML109W:1	YDL188C:1	1	Layer5	Layer5
YML109W:1	YOR362C:1	1	Layer5	Layer5
YGR285C:1	YMR116C:1	1	Layer5	Layer5
YGR285C:1	YBR084W:1	1	Layer5	Layer5
YGR285C:1	YHR064C:1	1	Layer5	Layer5
YGR285C:1	YJL080C:1	1	Layer5	Layer5
YGR285C:1	YPR189W:1	1	Layer5	Layer5
YGR285C:1	YGR162W:1	1	Layer5	Layer5
YBR236C:2	YML010W:2	1	Layer6	Layer6
YNR016C:2	YJR064W:2	1	Layer6	Layer6
YNR016C:2	YDL047W:2	1	Layer6	Layer6
YNR016C:2	YLR386W:2	1	Layer6	Layer6
YLR359W:2	YOR361C:2	1	Layer6	Layer6
YMR300C:2	YAL012W:2	1	Layer6	Layer6
YMR300C:2	YMR235C:2	1	Layer6	Layer6
YPR180W:2	YOL086C:2	1	Layer6	Layer6
YPR180W:2	YDR390C:2	1	Layer6	Layer6
YPR180W:2	YLR249W:2	1	Layer6	Layer6
YLR127C:2	YNL172W:2	1	Layer6	Layer6
YLR127C:2	YKL022C:2	1	Layer6	Layer6
YLR127C:2	YHR166C:2	1	Layer6	Layer6
YLR127C:2	YBL084C:2	1	Layer6	Layer6
YBR128C:2	YDL185W:2	1	Layer6	Layer6
YBR128C:2	YPL120W:2	1	Layer6	Layer6
YKL135C:2	YPR029C:2	1	Layer6	Layer6
YKL135C:2	YPL259C:2	1	Layer6	Layer6
YKL135C:2	YHL019C:2	1	Layer6	Layer6
YKL135C:2	YLR170C:2	1	Layer6	Layer6
YKL135C:2	YBR084W:2	1	Layer6	Layer6
YKL135C:2	YPR010C:2	1	Layer6	Layer6
YBL037W:2	YJR005W:2	1	Layer6	Layer6
YBL037W:2	YOL062C:2	1	Layer6	Layer6
YBL037W:2	YJR058C:2	1	Layer6	Layer6
YPL195W:2	YGR261C:2	1	Layer6	Layer6
YPL195W:2	YBR288C:2	1	Layer6	Layer6
YPL195W:2	YJL024C:2	1	Layer6	Layer6
YPL195W:2	YGL019W:2	1	Layer6	Layer6
YGR261C:2	YBR288C:2	1	Layer6	Layer6
YGR261C:2	YHR174W:2	1	Layer6	Layer6
