SCENE_PAN	 	 	 	 	 	 	 	 
-320	10	0.456302989349695	#000000	 	 	 	 	 
NAT14	Proteins	0	-377.610443552257	-85.538246931516	0.5	#ce7d78	 	 
DCAKD	Proteins	0	-364.671916774265	-112.996848542605	0.5	#ce7d78	 	 
FAM162A	Proteins	0	-409.625380383353	-129.881258496307	0.5	#ce7d78	 	 
DNAJC19	Proteins	0	-365.473223897612	-103.317535547972	0.5	#ce7d78	 	 
SELENOS	Proteins	0	-369.72176596677	-94.362026142048	0.5	#ce7d78	 	 
PTGES2	Proteins	0	-468.845948912746	-129.811355974327	0.53921568627451	#ce7d78	 	 
Nsp8	SARS-CoV-2	0	44.0582152218825	-88.6170444978707	1.40196078431373	#a48a9e	 	 
MPHOSPH10	Proteins	0	42.8721233176328	-147.411483602905	0.5	#ce7d78	 	 
ATE1	Proteins	0	83.6807858151448	-85.3641762577597	0.5	#ce7d78	 	 
NSD2	Proteins	0	77.3484287883861	-150.137849048814	0.5	#ce7d78	 	 
DDX10	Proteins	0	27.989204389674	-98.8244295589164	0.5	#ce7d78	 	 
NARS2	Proteins	0	97.6500683510781	-139.78115572922	0.5	#ce7d78	 	 
CCDC86	Proteins	0	34.0200102556779	-85.7111021762412	0.5	#ce7d78	 	 
SEPSECS	Proteins	0	26.961017881392	-157.182307281086	0.5	#ce7d78	 	 
HECTD1	Proteins	0	67.0290153285562	-80.0830728859863	0.5	#ce7d78	 	 
Nsp9	SARS-CoV-2	0	416.875491664062	-402.592810793477	1	#FF5FD3	 	 
GTF2F2	Proteins	0	106.610456282709	108.928844260151	1	#FF5FD3	 	 
EIF4H	Proteins	0	132.15647981494	62.5793456300905	2	#FF5FD3	 	 
MIB1	Proteins	0	170.388805846466	31.6096007672141	1	#FF5FD3	 	 
SPART	Proteins	0	215.486909315885	20.7344725854588	1	#FF5FD3	 	 
NEK9	Proteins	0	260.585012785303	31.6096007672141	1	#FF5FD3	 	 
MAT2B	Proteins	0	298.817338816829	62.5793456300904	1	#FF5FD3	 	 
Orf10	SARS-CoV-2	0	-355.038542564593	102.304879436598	2	#34FF31	 	 
PPT1	Proteins	0	-471.005377313804	184.155818984969	1	#34FF31	 	 
MAP7D1	Proteins	0	-516.328710140564	215.245629003451	1	#34FF31	 	 
THTPA	Proteins	0	-567.868502582098	204.44825129601	1	#34FF31	 	 
TIMM8B	Proteins	0	-601.508712954023	94.6362788544783	1	#34FF31	 	 
Orf3a	SARS-CoV-2	0	225.432808527014	-304.173762969456	0.774509803921569	#a48a9e	 	 
HMOX1	Proteins	0	317.936345034284	-398.07980165062	0.5	#ce7d78	 	 
TRIM59	Proteins	0	291.796998362267	-462.497406203119	0.5	#ce7d78	 	 
ARL6IP6	Proteins	0	279.009173219546	-437.035151140334	0.5	#ce7d78	 	 
CLCC1	Proteins	0	288.693263491072	-411.015472518103	0.5	#ce7d78	 	 
SUN2	Proteins	0	321.044755236731	-470.672146317752	0.5	#ce7d78	 	 
ALG5	Proteins	0	351.381652625458	-460.286512721648	0.5	#ce7d78	 	 
Orf3b	SARS-CoV-2	0	-58.8105339034893	81.002561560788	0.5	#a48a9e	 	 
STOML2	Proteins	0	-123.85480004704	114.965692827126	0.5	#ce7d78	 	 
Orf6	SARS-CoV-2	0	425.35581277533	-90.6023294268752	2	#FF5FD3	 	 
MTCH1	Proteins	0	324.36336234906	108.928844260151	1	#FF5FD3	 	 
Orf7a	SARS-CoV-2	0	-133.50300026045	100.439809373164	0.53921568627451	#a48a9e	 	 
HEATR3	Proteins	0	-154.726574848313	153.477306423385	0.5	#ce7d78	 	 
MDN1	Proteins	0	-224.62640782656	159.330093963068	0.5	#ce7d78	 	 
Orf8	SARS-CoV-2	0	344.228596933457	94.487525280211	2.5	#a48a9e	 	 
STC2	Proteins	0	468.981444303781	106.811979615885	0.5	#ce7d78	 	 
PLAT	Proteins	0	495.838561297827	172.43932535697	0.5	#ce7d78	 	 
CISD3	Proteins	0	526.702900671174	119.472616447977	0.5	#ce7d78	 	 
PVR	Proteins	0	488.691541511812	161.459419835258	0.5	#ce7d78	 	 
DNMT1	Proteins	0	469.914505730167	136.868114613747	0.53921568627451	#ce7d78	 	 
PCSK6	Proteins	0	450.295862221925	103.085554761469	0.5	#ce7d78	 	 
INHBE	Proteins	0	453.475105633529	129.872849344078	0.5	#ce7d78	 	 
NPC2	Proteins	0	472.775152438962	151.241857298938	0.5	#ce7d78	 	 
MFGE8	Proteins	0	470.151080442486	121.240955258164	0.5	#ce7d78	 	 
NPTX1	Proteins	0	509.992639953353	123.106772198722	0.5	#ce7d78	 	 
PLD3	Proteins	0	539.479702990038	118.788797681081	0.5	#ce7d78	 	 
PUSL1	Proteins	0	465.46402562407	163.392431531061	0.5	#ce7d78	 	 
EMC1	Proteins	0	443.872032540803	120.822317475289	0.5	#ce7d78	 	 
GGH	Proteins	0	478.270634677022	170.322417776819	0.5	#ce7d78	 	 
IL17RA	Proteins	0	459.798839397216	98.0891721963256	0.5	#ce7d78	 	 
NEU1	Proteins	0	528.976391287204	110.169769449553	0.5	#ce7d78	 	 
GDF15	Proteins	0	471.962131529373	95.66369897283	0.5	#ce7d78	 	 
TM2D3	Proteins	0	516.225911566986	109.456255948958	0.5	#ce7d78	 	 
ERP44	Proteins	0	508.132050567166	167.669394301761	0.5	#ce7d78	 	 
SMOC1	Proteins	0	483.039919729258	100.820263668482	0.5	#ce7d78	 	 
PLEKHF2	Proteins	0	442.181759487613	110.618983119487	0.5	#ce7d78	 	 
FBXL12	Proteins	0	454.82497552211	113.247965406954	0.5	#ce7d78	 	 
ADAMTS1	Proteins	0	499.327263754489	110.963882942582	0.5	#ce7d78	 	 
FKBP7	Proteins	0	506.719317470706	98.3418406138113	0.57843137254902	#ce7d78	 	 
FKBP10	Proteins	0	494.255730130789	93.1522866991681	0.57843137254902	#ce7d78	 	 
Orf9b	SARS-CoV-2	0	59.8598765752184	306.40664845181	1.12745098039216	#a48a9e	 	 
SLC9A3R1	Proteins	0	133.136536762167	445.5311245161	0.5	#ce7d78	 	 
CHMP2A	Proteins	0	104.288903105114	394.386591536115	0.5	#ce7d78	 	 
CSDE1	Proteins	0	87.5921957538127	388.711052794817	0.5	#ce7d78	 	 
TOMM70	Proteins	0	92.7194469925823	409.656788992965	0.5	#ce7d78	 	 
DPH5	Proteins	0	118.964879624189	405.880179786675	0.5	#ce7d78	 	 
DCTPP1	Proteins	0	117.207809177282	443.63466812794	0.617647058823529	#ce7d78	 	 
PTBP2	Proteins	0	72.7529184992823	392.68413193971	0.5	#ce7d78	 	 
BAG5	Proteins	0	73.0844783145809	409.177591595381	0.5	#ce7d78	 	 
Orf9c	SARS-CoV-2	0	-280.861740331565	-147.091910253387	1.83333333333333	#a48a9e	 	 
UBXN8	Proteins	0	-395.320522019623	-189.456171851112	0.5	#ce7d78	 	 
WFS1	Proteins	0	-432.871166995368	-247.309250702744	0.5	#ce7d78	 	 
ABCC1	Proteins	0	-421.820475718637	-249.473307735984	0.57843137254902	#ce7d78	 	 
F2RL1	Proteins	0	-385.944648575884	-200.169412127252	0.656862745098039	#ce7d78	 	 
SCAP	Proteins	0	-378.677972091186	-185.00715881543	0.5	#ce7d78	 	 
DPY19L1	Proteins	0	-400.568591305482	-251.697033416604	0.5	#ce7d78	 	 
SIGMAR2	Proteins	0	-411.75521273047	-254.07397477582	0.5	#ce7d78	 	 
SLC30A6	Proteins	0	-440.152456200031	-213.905853213229	0.5	#ce7d78	 	 
TAPT1	Proteins	0	-368.572754065091	-208.469876197808	0.5	#ce7d78	 	 
ERMP1	Proteins	0	-352.954658857947	-212.502643642556	0.5	#ce7d78	 	 
NLRX1	Proteins	0	-415.801024050427	-237.489782684649	0.5	#ce7d78	 	 
RETREG3	Proteins	0	-456.664769338458	-213.936302006897	0.5	#ce7d78	 	 
PIGO	Proteins	0	-371.782992121679	-234.004042729806	0.5	#ce7d78	 	 
FAR2	Proteins	0	-346.93168719451	-191.058587214685	0.5	#ce7d78	 	 
ALG8	Proteins	0	-447.719324810888	-224.037243476409	0.5	#ce7d78	 	 
TMEM39B	Proteins	0	-437.859189201054	-233.465582469394	0.5	#ce7d78	 	 
GHITM	Proteins	0	-380.393592207525	-241.897932815576	0.5	#ce7d78	 	 
NDFIP2	Proteins	0	-347.387546768088	-202.136057040194	0.5	#ce7d78	 	 
BCS1L	Proteins	0	-354.4488480852	-183.114438681503	0.5	#ce7d78	 	 
TMED5	Proteins	0	-389.414635715925	-248.326632504644	0.5	#ce7d78	 	 
ABBV-744	Drugs	0	-87.8634298125937	-477.461549097454	0.57843137254902	#c6e1e8	 	 
CPI-0610	Drugs	0	-106.906699185698	-444.658703276759	0.57843137254902	#c6e1e8	 	 
dBET6	Drugs	0	-144.993237931905	-444.658703276759	0.57843137254902	#c6e1e8	 	 
MZ1	Drugs	0	-164.036507305009	-477.461549097454	0.57843137254902	#c6e1e8	 	 
RVX-208	Drugs	0	-144.993237931905	-510.26439491815	0.57843137254902	#c6e1e8	 	 
JQ1	Drugs	0	-106.906699185698	-510.26439491815	0.57843137254902	#c6e1e8	 	 
UCPH-101	Drugs	0	-392.247703316232	239.978363249199	0.53921568627451	#c6e1e8	 	 
Sapanisertib (INK128/MlN128)	Drugs	0	588.728696319604	115.143711378996	0.53921568627451	#c6e1e8	 	 
Silmitasertib	Drugs	0	574.953052793553	298.947075864659	0.57843137254902	#00ff99	 	 
TMCB	Drugs	0	537.317294773425	433.500477270266	0.53921568627451	#c6e1e8	 	 
Rapamycin (Sirolimus)	Drugs	0	485.905893227247	482.750440350322	0.735294117647059	#00ff99	 	 
Ponatinib	Drugs	0	434.494491681068	433.500477270266	0.53921568627451	#00ff99	 	 
WDB002	Drugs	0	130.705417591667	443.210330187975	0.53921568627451	#c6e1e8	 	 
H-89	Drugs	0	97.0538865590093	462.133018889414	0.53921568627451	#c6e1e8	 	 
Sanglifehrin A	Drugs	0	246.836358309882	-455.133205236105	0.53921568627451	#c6e1e8	 	 
Migalastat	Drugs	0	213.426959609378	-429.143926957637	0.53921568627451	#00ff99	 	 
Mycophenolic acid	Drugs	0	138.356722156881	-422.725105307518	0.53921568627451	#00ff99	 	 
Ribavirin	Drugs	0	78.1550659078938	-440.710243908387	0.53921568627451	#00ff99	 	 
Merimepodib	Drugs	0	78.1550659078938	-469.556166563822	0.53921568627451	#00ff99	 	 
Zotatifin (eFT226)	Drugs	0	396.858733660941	298.947075864659	2	#FF5FD3	 	 
Verdinexor	Drugs	0	383.08309013489	115.143711378996	0.892156862745098	#c6e1e8	 	 
Valproic Acid	Drugs	0	138.356722156881	-487.541305164691	0.53921568627451	#00ff99	 	 
Apicidin	Drugs	0	213.426959609378	-481.122483514572	0.53921568627451	#c6e1e8	 	 
Chloroquine	Drugs	0	-269.326841669573	-217.427788664208	0.53921568627451	#00ff99	 	 
Loratadine	Drugs	0	-274.497137043142	-186.022263677125	0.53921568627451	#00ff99	 	 
E-52862	Drugs	0	-289.384409236362	-158.404708499669	0.53921568627451	#c6e1e8	 	 
Bafilomycin A1	Drugs	0	-312.193033509994	-137.906207877947	0.53921568627451	#c6e1e8	 	 
PD-144418	Drugs	0	-340.171953157194	-126.999183512586	0.53921568627451	#c6e1e8	 	 
RS-PPCC	Drugs	0	-369.946497543634	-126.999183512586	0.53921568627451	#c6e1e8	 	 
Haloperidol	Drugs	0	-397.925417190834	-137.906207877947	0.617647058823529	#00ff99	 	 
PB28	Drugs	0	-420.734041464466	-158.404708499669	0.57843137254902	#c6e1e8	 	 
PB29	Drugs	0	-435.621313657686	-186.022263677125	0.5	#c6e1e8	 	 
Indomethacin	Drugs	0	-440.791609031254	-217.427788664208	0.53921568627451	#00ff99	 	 
Entacapone	Drugs	0	-435.621313657686	-248.83331365129	0.53921568627451	#00ff99	 	 
Metformin	Drugs	0	-420.734041464466	-276.450868828746	0.656862745098039	#00ff99	 	 
Dabrafenib	Drugs	0	396.85873366094	-68.659653106667	0.53921568627451	#00ff99	 	 
CB5083	Drugs	0	-480.15078251751	369.909966865462	0.53921568627451	#c6e1e8	 	 
Pevonedistat	Drugs	0	-597.380952380952	320.280510496828	2	#34FF31	 	 
DBeQ	Drugs	0	-597.380952380952	159.676216001569	0.53921568627451	#c6e1e8	 	 
ML240	Drugs	0	-480.15078251751	110.046759632935	0.53921568627451	#c6e1e8	 	 
Minoxidil	Drugs	0	434.494491681068	-203.213054512273	0.57843137254902	#00ff99	 	 
FK-506 (Tacrolimus)	Drugs	0	485.905893227247	-252.46301759233	0.57843137254902	#00ff99	 	 
XL413	Drugs	0	537.317294773425	-203.213054512273	0.53921568627451	#c6e1e8	 	 
CCT 365623	Drugs	0	574.953052793553	-68.659653106667	0.53921568627451	#c6e1e8	 	 
Midostaurin	Drugs	0	15.811903945348	469.971053186114	0.57843137254902	#00ff99	 	 
Ruxolitinib	Drugs	0	-65.4300786683132	462.133018889414	0.57843137254902	#00ff99	 	 
ZINC1775962367	Drugs	0	-99.0816097009709	443.210330187975	0.53921568627451	#c6e1e8	 	 
ZINC4326719	Drugs	0	127.590654718293	464.029693491631	0.53921568627451	#c6e1e8	 	 
ZINC4511851	Drugs	0	-65.4300786683133	424.287641486537	0.53921568627451	#c6e1e8	 	 
ZINC95559591	Drugs	0	15.811903945348	416.449607189837	0.57843137254902	#c6e1e8	 	 
ZINC95559592	Drugs	0	97.0538865590092	424.287641486537	0.5	#c6e1e8	 	 
Daunorubicin	Drugs	0	-397.925417190834	-296.949369450469	0.53921568627451	#00ff99	 	 
S-verapamil	Drugs	0	-369.946497543634	-307.856393815829	0.53921568627451	#c6e1e8	 	 
AC-55541	Drugs	0	-340.171953157194	-307.856393815829	0.53921568627451	#c6e1e8	 	 
AZ3451	Drugs	0	-312.193033509994	-296.949369450469	0.53921568627451	#c6e1e8	 	 
AZ8838	Drugs	0	-289.384409236362	-276.450868828746	0.53921568627451	#c6e1e8	 	 
GB110	Drugs	0	-274.497137043142	-248.83331365129	0.53921568627451	#c6e1e8	 	 
SLC1A3	Proteins	0	-384.284690082275	405.917767639804	0.5	#ce7d78	 	 
NUP63	Proteins	0	397.315598074452	-232.405328627539	0.5	#ce7d78	 	 
SLC6A15	Proteins	0	-341.127554994433	-341.47172083925	0.5	#ce7d78	 	 
TMEM97	Proteins	0	-300.578857278259	-209.116557450616	0.53921568627451	#ce7d78	 	 
VCP	Proteins	0	-437.188872251314	151.5244423081	0.57843137254902	#ce7d78	 	 
PLOD1	Proteins	0	387.045819997604	129.492466685528	0.5	#ce7d78	 	 
EDGES	 	 	 	 	 	 	 	 
Pericentrin-GCP Complex_Complex---TUBGCP2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Pericentrin-GCP Complex_Complex---TUBGCP3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
DNA Polymerase Alpha_Complex---POLA1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
DNA Polymerase Alpha_Complex---POLA2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
DNA Polymerase Alpha_Complex---PRIM1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
DNA Polymerase Alpha_Complex---PRIM2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
AP2 Clathrin_Complex---AP2M1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
AP2 Clathrin_Complex---AP2M2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Centrosome_Complex---CEP250_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Centrosome_Complex---CEP135_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Centrosome_Complex---CEP112_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Centrosome_Complex---CEP350_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Centrosome_Complex---CEP43_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Centrosome_Complex---CEP68_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Centrosome_Complex---CENPF_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Centrosome_Complex---CDK5RAP2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Centrosome_Complex---NINL_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Centrosome_Complex---PCNT_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Centrosome_Complex---NIN_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Centrosome_Complex---CNTRL_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
TIM Complex_Complex---TIMM10_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
TIM Complex_Complex---TIMM9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
TIM Complex_Complex---TIMM10B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
TIM Complex_Complex---TIMM29_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
7SK snRNP_Complex---MEPCE_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
7SK snRNP_Complex---LARP7_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Signal Recognition Particle_Complex---SRP72_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Signal Recognition Particle_Complex---SRP19_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Signal Recognition Particle_Complex---SRP54_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Mitochondrial Ribosome_Complex---MRPS5_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Mitochondrial Ribosome_Complex---MRPS27_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Mitochondrial Ribosome_Complex---MRPS25_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Mitochondrial Ribosome_Complex---MRPS2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Exosome_Complex---EXOSC3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Exosome_Complex---EXOSC2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Exosome_Complex---EXOSC5_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Exosome_Complex---EXOSC8_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Fibrillin_Complex---FBN2_Proteins	1	#FF5FD3	 	 	 	 	 	 
Fibrillin_Complex---FBLN5_Proteins	1	#FF5FD3	 	 	 	 	 	 
Fibrillin_Complex---FBN1_Proteins	1	#FF5FD3	 	 	 	 	 	 
Nuclear Pore_Complex---NUP88_Proteins	1	#FF5FD3	 	 	 	 	 	 
Nuclear Pore_Complex---NUP54_Proteins	1	#FF5FD3	 	 	 	 	 	 
Nuclear Pore_Complex---NUP62_Proteins	1	#FF5FD3	 	 	 	 	 	 
Nuclear Pore_Complex---NUP58_Proteins	1	#FF5FD3	 	 	 	 	 	 
Nuclear Pore_Complex---NUP214_Proteins	1	#FF5FD3	 	 	 	 	 	 
Cul2 Complex_Complex---ZYG11B_Proteins	1	#34FF31	 	 	 	 	 	 
Cul2 Complex_Complex---CUL2_Proteins	0.8	#34FF31	 	 	 	 	 	 
Cul2 Complex_Complex---ELOB_Proteins	0.8	#34FF31	 	 	 	 	 	 
Cul2 Complex_Complex---ELOC_Proteins	0.8	#34FF31	 	 	 	 	 	 
Cul2 Complex_Complex---RBX1_Proteins	0.8	#34FF31	 	 	 	 	 	 
HOPS Complex_Complex---VPS11_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
HOPS Complex_Complex---VPS39_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Nuclear Pore_Complex---NUP98_Proteins	1	#FF5FD3	 	 	 	 	 	 
Nuclear Pore_Complex---RAE1_Proteins	1	#FF5FD3	 	 	 	 	 	 
GPI-anchor Biosynthesis_Complex---PIGS_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GPI-anchor Biosynthesis_Complex---GPAA1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Mitochondrial Metabolism_Process---PMPCB_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Mitochondrial Metabolism_Process---PMPCA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Mitochondrial Metabolism_Process---PITRM1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Mitochondrial Metabolism_Process---COQ8B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Mitochondrial Metabolism_Process---ATP1B1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Mitochondrial Metabolism_Process---ACADM_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Mitochondrial Metabolism_Process---AASS_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Solute Transport_Process---SLC30A7_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Solute Transport_Process---SLC30A9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ER Morphology_Process---REEP5_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ER Morphology_Process---REEP6_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ER Morphology_Process---YIF1A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ER Morphology_Process---RTN4_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RNA Processing_Process---RPL36_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RNA Processing_Process---DDX21_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RNA Processing_Process---RBM28_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RNA Processing_Process---LARP1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RNA Processing_Process---PABPC1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RNA Processing_Process---MOV10_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RNA Processing_Process---PABPC4_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RNA Processing_Process---RRP9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
RNA Processing_Process---UPF1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Stress Granule Regulation_Process---G3BP1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Stress Granule Regulation_Process---G3BP2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Stress Granule Regulation_Process---CSNK2B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Stress Granule Regulation_Process---CSNK2A2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Protein Kinase A Signaling_Process---PRKAR2B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Protein Kinase A Signaling_Process---PRKACA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Protein Kinase A Signaling_Process---PRKAR2A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Protein Kinase A Signaling_Process---AKAP9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Golgi Organization_Process---GCC2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Golgi Organization_Process---GOLGA3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Golgi Organization_Process---GOLGB1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Golgi Organization_Process---GOLGA2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Golgi Organization_Process---GORASP1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Golgi Organization_Process---GCC1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Transcriptional Regulation_Process---TLE3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Transcriptional Regulation_Process---TLE5_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Transcriptional Regulation_Process---TLE1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Ion Transport_Process---ATP5MG_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Ion Transport_Process---ATP6AP1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Ion Transport_Process---ATP13A3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Electron Transport_Process---CYB5B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Electron Transport_Process---CYB5R3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Electron Transport_Process---NDUFAF2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Membrane Trafficking_Process---LMAN2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Membrane Trafficking_Process---RAB10_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Membrane Trafficking_Process---RAB14_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Membrane Trafficking_Process---RAB18_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Membrane Trafficking_Process---RAB1A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Membrane Trafficking_Process---RAB2A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Membrane Trafficking_Process---RAB5C_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Membrane Trafficking_Process---RAB7A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Membrane Trafficking_Process---RAB8A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Membrane Trafficking_Process---RALA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GPCR Signaling_Process---GNB1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GPCR Signaling_Process---GNG5_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
GPCR Signaling_Process---RHOA_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Protein Palmitoylation_Process---ZDHHC5_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Protein Palmitoylation_Process---GOLGA7_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ECM Organization_Process---ADAM9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ECM Organization_Process---ITGB1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ECM Organization_Process---COL6A1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ECM Organization_Process---PLOD2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ECM Organization_Process---LOX_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Glycosaminoglycan Synthesis_Process---HS6ST2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Glycosaminoglycan Synthesis_Process---CHPF2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Glycosaminoglycan Synthesis_Process---CHPF_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Glycosylation_Process---POFUT1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Glycosylation_Process---POGLUT3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
Glycosylation_Process---POGLUT2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ER Protein Quality Control_Process---EDEM3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ER Protein Quality Control_Process---ERLEC1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ER Protein Quality Control_Process---OS9_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ER Protein Quality Control_Process---ERO1B_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ER Protein Quality Control_Process---FOXRED2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ER Protein Quality Control_Process---HYOU1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ER Protein Quality Control_Process---NGLY1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ER Protein Quality Control_Process---SDF2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ER Protein Quality Control_Process---SIL1_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ER Protein Quality Control_Process---TOR1A_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
ER Protein Quality Control_Process---UGGT2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
MAPK Kinase Signaling_Process---MARK2_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
MAPK Kinase Signaling_Process---MARK3_Proteins	0.1	#CFCFCF	 	 	 	 	 	 
